Provider,PotentialFraud,inpatient_claims,inpatient_total_reimbursed,inpatient_avg_reimbursed,inpatient_std_reimbursed,inpatient_total_deductible,outpatient_claims,outpatient_total_reimbursed,outpatient_avg_reimbursed,outpatient_std_reimbursed,total_claims,total_reimbursed,avg_reimbursed_per_claim,inpatient_ratio,cv_inpatient,cv_outpatient
PRV54747,No,0.0,0.0,0.0,0.0,0.0,21.0,5420.0,258.0952380952381,588.1464022470856,21.0,5420.0,246.36363636363637,0.0,0.0,2.270000817347693
PRV54748,No,0.0,0.0,0.0,0.0,0.0,85.0,32110.0,377.7647058823529,626.1111579207235,85.0,32110.0,373.3720930232558,0.0,0.0,1.653034583732303
PRV54753,No,0.0,0.0,0.0,0.0,0.0,16.0,7780.0,486.25,809.2043417250469,16.0,7780.0,457.6470588235294,0.0,0.0,1.6607580127758788
PRV54756,No,3.0,11000.0,3666.6666666666665,577.3502691896258,3204.0,16.0,6390.0,399.375,552.2495661685334,19.0,17390.0,869.5,0.15,0.1574162326246367,1.3793307928030807
PRV54757,No,15.0,105000.0,7000.0,4035.5562548072953,13884.0,50.0,12290.0,245.8,561.216208473224,65.0,117290.0,1777.121212121212,0.22727272727272727,0.5764256898739173,2.2739716712853486
PRV54758,No,0.0,0.0,0.0,0.0,0.0,95.0,25690.0,270.42105263157896,601.533352375541,95.0,25690.0,267.6041666666667,0.0,0.0,2.216236900355881
PRV54759,No,5.0,34000.0,6800.0,5019.960159204454,5340.0,39.0,11140.0,285.64102564102564,631.5677855513918,44.0,45140.0,1003.1111111111111,0.1111111111111111,0.7381208879877156,2.203340516728176
PRV54760,No,24.0,194000.0,8083.333333333333,7180.387943174989,25632.0,7.0,1090.0,155.71428571428572,170.08401285415226,31.0,195090.0,6096.5625,0.75,0.8881855370273768,1.0853127529435422
PRV54761,No,0.0,0.0,0.0,0.0,0.0,822.0,216040.0,262.82238442822387,555.2798858283214,822.0,216040.0,262.5030376670717,0.0,0.0,2.104748947030278
PRV54763,No,0.0,0.0,0.0,0.0,0.0,34.0,11770.0,346.1764705882353,731.7021032595427,34.0,11770.0,336.2857142857143,0.0,0.0,2.1075797620149483
PRV54764,No,13.0,151000.0,11615.384615384615,9544.094697232607,13884.0,38.0,11080.0,291.57894736842104,616.5971408783877,51.0,162080.0,3116.923076923077,0.25,0.8216062925974843,2.1074555993325
PRV54765,Yes,196.0,1986000.0,10132.65306122449,9067.991330571722,205056.0,43.0,14500.0,337.2093023255814,823.6802592239393,239.0,2000500.0,8335.416666666666,0.8166666666666667,0.894839331461778,2.4354157427373573
PRV54767,No,8.0,47000.0,5875.0,3356.762896431195,8544.0,55.0,15080.0,274.1818181818182,436.1094447629492,63.0,62080.0,970.0,0.125,0.5712666603865205,1.5848047216360888
PRV54768,No,7.0,72000.0,10285.714285714286,5559.20515044749,6408.0,25.0,7420.0,296.8,455.7568796335754,32.0,79420.0,2406.6666666666665,0.21212121212121213,0.5404257371246188,1.5304126246929999
PRV54771,Yes,12.0,151000.0,12583.333333333334,12250.8503106247,12816.0,73.0,20560.0,281.64383561643837,627.3710883489889,85.0,171560.0,1994.8837209302326,0.13953488372093023,0.9735001438792705,2.219652471743139
PRV54772,Yes,109.0,1119800.0,10273.394495412844,10224.866586124412,115344.0,2006.0,631520.0,314.81555333998006,612.6949104115839,2115.0,1751320.0,827.6559546313799,0.05151228733459357,0.9951794814467612,1.9400403302873717
PRV54773,No,10.0,156000.0,15600.0,12720.936373640983,9612.0,24.0,4210.0,175.41666666666666,201.79583239258062,34.0,160210.0,4577.428571428572,0.2857142857142857,0.8153923705942557,1.1438592294336172
PRV54774,No,5.0,60000.0,12000.0,11895.37725337032,5340.0,483.0,143170.0,296.41821946169773,616.631028030218,488.0,203170.0,415.48057259713704,0.010224948875255624,0.9911988378777035,2.073279266973856
PRV54776,No,5.0,30000.0,6000.0,5049.752469181039,5340.0,32.0,7450.0,232.8125,266.73938440648095,37.0,37450.0,985.5263157894736,0.13157894736842105,0.8414851640028392,1.1408260225885312
PRV54778,Yes,64.0,534000.0,8343.75,7536.616962410603,67284.0,1608.0,464160.0,288.65671641791045,587.3866576351605,1672.0,998160.0,596.6288105200239,0.03825463239689181,0.9031567107954825,2.027871698951706
PRV54779,No,9.0,111000.0,12333.333333333334,8972.17922246318,9612.0,22.0,9680.0,440.0,816.811454609295,31.0,120680.0,3771.25,0.28125,0.727415011415008,1.8521801691820747
PRV54780,No,0.0,0.0,0.0,0.0,0.0,21.0,4950.0,235.71428571428572,512.9285664551295,21.0,4950.0,225.0,0.0,0.0,2.1668678124236007
PRV54781,Yes,71.0,741000.0,10436.61971830986,9317.774710375857,74760.0,134.0,35560.0,265.3731343283582,529.5219247080264,205.0,776560.0,3769.7087378640776,0.3446601941747573,0.8927106909279757,1.9878953860838107
PRV54783,No,0.0,0.0,0.0,0.0,0.0,28.0,20530.0,733.2142857142857,1031.6332020112882,28.0,20530.0,707.9310344827586,0.0,0.0,1.4050846218657491
PRV54784,No,0.0,0.0,0.0,0.0,0.0,9.0,1520.0,168.88888888888889,245.27762048566746,9.0,1520.0,152.0,0.0,0.0,1.4437531617861394
PRV54785,No,2.0,24000.0,12000.0,7071.067811865475,2136.0,6.0,2330.0,388.3333333333333,696.5749540908478,8.0,26330.0,2925.5555555555557,0.2222222222222222,0.5892065504429194,1.7891479985210132
PRV54786,Yes,0.0,0.0,0.0,0.0,0.0,1316.0,415900.0,316.03343465045594,749.1815024385636,1316.0,415900.0,315.793470007593,0.0,0.0,2.3630993471227124
PRV54787,No,24.0,282000.0,11750.0,12539.50279854758,24564.0,53.0,15820.0,298.49056603773585,677.2268005124765,77.0,297820.0,3818.2051282051284,0.3076923076923077,1.0671009104372038,2.261262548173707
PRV54789,No,3.0,30000.0,10000.0,3605.5512754639894,3204.0,0.0,0.0,0.0,0.0,3.0,30000.0,7500.0,0.75,0.36051907563883506,0.0
PRV54790,No,0.0,0.0,0.0,0.0,0.0,8.0,3560.0,445.0,631.2572488975586,8.0,3560.0,395.55555555555554,0.0,0.0,1.4153749975281584
PRV54792,No,0.0,0.0,0.0,0.0,0.0,22.0,5390.0,245.0,322.57520348712774,22.0,5390.0,234.34782608695653,0.0,0.0,1.3112813149883242
PRV54793,No,0.0,0.0,0.0,0.0,0.0,10.0,3820.0,382.0,762.6824007701007,10.0,3820.0,347.27272727272725,0.0,0.0,1.9913378610185397
PRV54794,No,0.0,0.0,0.0,0.0,0.0,3.0,450.0,150.0,130.7669683062202,3.0,450.0,112.5,0.0,0.0,0.8660064126239749
PRV54795,No,0.0,0.0,0.0,0.0,0.0,21.0,7510.0,357.6190476190476,823.6559036509407,21.0,7510.0,341.3636363636364,0.0,0.0,2.296743324481444
PRV54796,No,0.0,0.0,0.0,0.0,0.0,2.0,1700.0,850.0,353.5533905932738,2.0,1700.0,566.6666666666666,0.0,0.0,0.41545639317658495
PRV54798,No,0.0,0.0,0.0,0.0,0.0,5.0,290.0,58.0,37.013511046643494,5.0,290.0,48.333333333333336,0.0,0.0,0.6273476448583643
PRV54799,No,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,100.0,50.0,0.0,0.0,0.0
PRV54800,No,0.0,0.0,0.0,0.0,0.0,2.0,500.0,250.0,212.13203435596427,2.0,500.0,166.66666666666666,0.0,0.0,0.8451475472349174
PRV54802,No,0.0,0.0,0.0,0.0,0.0,17.0,1770.0,104.11764705882354,119.89885443204888,17.0,1770.0,98.33333333333333,0.0,0.0,1.1406158507805433
PRV54803,No,0.0,0.0,0.0,0.0,0.0,3.0,1880.0,626.6666666666666,1016.1856785712606,3.0,1880.0,470.0,0.0,0.0,1.6189893976175156
PRV54805,No,0.0,0.0,0.0,0.0,0.0,5.0,270.0,54.0,85.32291603080617,5.0,270.0,45.0,0.0,0.0,1.5513257460146577
PRV54806,No,0.0,0.0,0.0,0.0,0.0,75.0,13300.0,177.33333333333334,310.81989802618654,75.0,13300.0,175.0,0.0,0.0,1.7429153160346909
PRV54808,Yes,0.0,0.0,0.0,0.0,0.0,32.0,15140.0,473.125,941.4588456563123,32.0,15140.0,458.7878787878788,0.0,0.0,1.9856764474691533
PRV54809,No,0.0,0.0,0.0,0.0,0.0,55.0,21170.0,384.90909090909093,724.3435667510291,55.0,21170.0,378.0357142857143,0.0,0.0,1.876979796056848
PRV54810,No,0.0,0.0,0.0,0.0,0.0,7.0,3800.0,542.8571428571429,990.7693018679018,7.0,3800.0,475.0,0.0,0.0,1.8217454985750756
PRV54812,No,12.0,156000.0,13000.0,12869.97916223502,12816.0,0.0,0.0,0.0,0.0,12.0,156000.0,12000.0,0.9230769230769231,0.9899222492296762,0.0
PRV54813,No,0.0,0.0,0.0,0.0,0.0,1056.0,300030.0,284.1193181818182,604.6544436090892,1056.0,300030.0,283.85052034058657,0.0,0.0,2.1207066833104102
PRV54814,No,0.0,0.0,0.0,0.0,0.0,82.0,20790.0,253.53658536585365,440.3544362319789,82.0,20790.0,250.48192771084337,0.0,0.0,1.730024136212259
PRV54817,No,1.0,7000.0,7000.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,7000.0,3500.0,0.5,0.0,0.0
PRV54818,No,5.0,46000.0,9200.0,9782.63768111648,5340.0,0.0,0.0,0.0,0.0,5.0,46000.0,7666.666666666667,0.8333333333333334,1.0632146159239735,0.0
PRV54819,No,23.0,158000.0,6869.565217391304,3957.7811486429305,22428.0,2.0,110.0,55.0,63.63961030678928,25.0,158110.0,6081.153846153846,0.8846153846153846,0.5760488436416686,1.1364216126212372
PRV54820,No,1.0,12000.0,12000.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,12000.0,6000.0,0.5,0.0,0.0
PRV54821,No,7.0,39000.0,5571.428571428572,2070.1966780270627,7476.0,0.0,0.0,0.0,0.0,7.0,39000.0,4875.0,0.875,0.3715070819645048,0.0
PRV54822,Yes,16.0,136000.0,8500.0,5059.644256269407,17088.0,0.0,0.0,0.0,0.0,16.0,136000.0,8000.0,0.9411764705882353,0.5951822440029888,0.0
PRV54824,No,10.0,100000.0,10000.0,5868.938953886337,10680.0,0.0,0.0,0.0,0.0,10.0,100000.0,9090.90909090909,0.9090909090909091,0.5868352118674469,0.0
PRV54827,No,0.0,0.0,0.0,0.0,0.0,17.0,2570.0,151.1764705882353,204.7828835908038,17.0,2570.0,142.77777777777777,0.0,0.0,1.3456934754710725
PRV54828,Yes,3.0,88000.0,29333.333333333332,25774.66456296441,3204.0,57.0,23610.0,414.2105263157895,774.9169249677697,60.0,111610.0,1829.672131147541,0.04918032786885246,0.8786517924263177,1.8663229274163549
PRV54829,No,0.0,0.0,0.0,0.0,0.0,75.0,21140.0,281.8666666666667,469.8323258508448,75.0,21140.0,278.1578947368421,0.0,0.0,1.6609674493902127
PRV54830,No,1.0,13000.0,13000.0,0.0,1068.0,10.0,810.0,81.0,17.28840330651992,11.0,13810.0,1150.8333333333333,0.08333333333333333,0.0,0.21083418666487708
PRV54831,No,4.0,31000.0,7750.0,8261.355820929153,4272.0,13.0,3040.0,233.84615384615384,494.56274393883297,17.0,34040.0,1891.111111111111,0.2222222222222222,1.0658438680078897,2.1059009732082634
PRV54832,Yes,5.0,86000.0,17200.0,20921.281031523857,5340.0,55.0,9240.0,168.0,263.90514569808204,60.0,95240.0,1561.311475409836,0.08196721311475409,1.2162828342261414,1.5615689094561067
PRV54833,No,0.0,0.0,0.0,0.0,0.0,88.0,19000.0,215.9090909090909,473.0911709262386,88.0,19000.0,213.48314606741573,0.0,0.0,2.1810573680589376
PRV54834,No,6.0,57000.0,9500.0,7503.332592921628,6408.0,10.0,2300.0,230.0,491.1437897624505,16.0,59300.0,3488.235294117647,0.35294117647058826,0.7897413527967191,2.1261635920452404
PRV54836,No,0.0,0.0,0.0,0.0,0.0,8.0,3400.0,425.0,668.3668795760946,8.0,3400.0,377.77777777777777,0.0,0.0,1.5689363370330858
PRV54837,Yes,0.0,0.0,0.0,0.0,0.0,1843.0,524060.0,284.35160065111234,665.1307089762304,1843.0,524060.0,284.19739696312365,0.0,0.0,2.330916341308554
PRV54838,No,0.0,0.0,0.0,0.0,0.0,58.0,10800.0,186.20689655172413,263.3310742932654,58.0,10800.0,183.05084745762713,0.0,0.0,1.4066312680981206
PRV54840,No,0.0,0.0,0.0,0.0,0.0,26.0,6520.0,250.76923076923077,468.51188311011344,26.0,6520.0,241.4814814814815,0.0,0.0,1.860878240278483
PRV54841,No,3.0,50000.0,16666.666666666668,10016.652800877813,3204.0,3.0,250.0,83.33333333333333,55.075705472861024,6.0,50250.0,7178.571428571428,0.42857142857142855,0.6009631102660528,0.6530716063975616
PRV54842,No,3.0,17000.0,5666.666666666667,5507.570547286102,3204.0,127.0,45420.0,357.6377952755906,716.2794709224479,130.0,62420.0,476.48854961832063,0.022900763358778626,0.9717527284513501,1.9972224912101977
PRV54845,Yes,8.0,96000.0,12000.0,10460.811222298747,8544.0,33.0,4280.0,129.6969696969697,142.83917635939486,41.0,100280.0,2387.6190476190477,0.19047619047619047,0.8716616300557243,1.0929035056480478
PRV54846,No,9.0,112000.0,12444.444444444445,10199.400853862828,9612.0,33.0,5930.0,179.6969696969697,375.9445175860798,42.0,117930.0,2742.5581395348836,0.20930232558139536,0.8195288564737249,2.0805247493443964
PRV54847,No,10.0,65500.0,6550.0,3847.437819871528,10680.0,286.0,62700.0,219.23076923076923,448.74026703702344,296.0,128200.0,431.64983164983164,0.03367003367003367,0.5873054220533549,2.03759115315449
PRV54848,No,24.0,239000.0,9958.333333333334,11517.393903085911,24564.0,4.0,270.0,67.5,23.62907813126304,28.0,239270.0,8250.689655172413,0.8275862068965517,1.15644225548088,0.3449500457118692
PRV54849,No,0.0,0.0,0.0,0.0,0.0,12.0,1590.0,132.5,104.37040681238058,12.0,1590.0,122.3076923076923,0.0,0.0,0.7818008000927384
PRV54852,No,0.0,0.0,0.0,0.0,0.0,180.0,51420.0,285.6666666666667,570.2984615054917,180.0,51420.0,284.08839779005524,0.0,0.0,1.9894132378098546
PRV54854,No,0.0,0.0,0.0,0.0,0.0,131.0,39660.0,302.7480916030534,591.435090963711,131.0,39660.0,300.45454545454544,0.0,0.0,1.9471236439457702
PRV54855,No,0.0,0.0,0.0,0.0,0.0,212.0,56930.0,268.5377358490566,513.5604123639748,212.0,56930.0,267.2769953051643,0.0,0.0,1.9053377099359956
PRV54856,No,0.0,0.0,0.0,0.0,0.0,1.0,40.0,40.0,0.0,1.0,40.0,20.0,0.0,0.0,0.0
PRV54859,No,0.0,0.0,0.0,0.0,0.0,25.0,12250.0,490.0,825.8228219983589,25.0,12250.0,471.15384615384613,0.0,0.0,1.6819202077359652
PRV54860,No,0.0,0.0,0.0,0.0,0.0,21.0,14080.0,670.4761904761905,1044.8228375685335,21.0,14080.0,640.0,0.0,0.0,1.5560087645513938
PRV54861,No,0.0,0.0,0.0,0.0,0.0,43.0,6450.0,150.0,206.66282638521088,43.0,6450.0,146.5909090909091,0.0,0.0,1.3686279893060322
PRV54862,No,0.0,0.0,0.0,0.0,0.0,7.0,3530.0,504.2857142857143,1034.8567878835076,7.0,3530.0,441.25,0.0,0.0,2.048062627985455
PRV54863,No,0.0,0.0,0.0,0.0,0.0,6.0,1140.0,190.0,240.49948024891862,6.0,1140.0,162.85714285714286,0.0,0.0,1.2591595824550712
PRV54864,No,0.0,0.0,0.0,0.0,0.0,5.0,860.0,172.0,196.6468916611702,5.0,860.0,143.33333333333334,0.0,0.0,1.1366872350356658
PRV54865,No,0.0,0.0,0.0,0.0,0.0,6.0,610.0,101.66666666666667,119.73582031567106,6.0,610.0,87.14285714285714,0.0,0.0,1.166257990087705
PRV54866,No,0.0,0.0,0.0,0.0,0.0,2.0,40.0,20.0,0.0,2.0,40.0,13.333333333333334,0.0,0.0,0.0
PRV54867,No,0.0,0.0,0.0,0.0,0.0,3.0,3550.0,1183.3333333333333,1834.620760084583,3.0,3550.0,887.5,0.0,0.0,1.5490746637359272
PRV54868,No,0.0,0.0,0.0,0.0,0.0,105.0,25220.0,240.1904761904762,463.4672442005869,105.0,25220.0,237.9245283018868,0.0,0.0,1.9215818614436968
PRV54869,No,0.0,0.0,0.0,0.0,0.0,8.0,950.0,118.75,101.90156314516756,8.0,950.0,105.55555555555556,0.0,0.0,0.8509525106068272
PRV54870,No,0.0,0.0,0.0,0.0,0.0,8.0,1080.0,135.0,102.81745265969477,8.0,1080.0,120.0,0.0,0.0,0.756010681321285
PRV54871,No,0.0,0.0,0.0,0.0,0.0,10.0,3260.0,326.0,601.354027729645,10.0,3260.0,296.3636363636364,0.0,0.0,1.8390031429041134
PRV54873,No,0.0,0.0,0.0,0.0,0.0,8.0,420.0,52.5,31.05295017040594,8.0,420.0,46.666666666666664,0.0,0.0,0.5804289751477746
PRV54875,Yes,20.0,172000.0,8600.0,7479.093668704995,20292.0,0.0,0.0,0.0,0.0,20.0,172000.0,8190.476190476191,0.9523809523809523,0.8695609427630503,0.0
PRV54876,Yes,3.0,58000.0,19333.333333333332,15373.13674346694,2136.0,0.0,0.0,0.0,0.0,3.0,58000.0,14500.0,0.75,0.7951211183973385,0.0
PRV54877,No,0.0,0.0,0.0,0.0,0.0,70.0,26290.0,375.57142857142856,668.2068492426138,70.0,26290.0,370.28169014084506,0.0,0.0,1.7744491444227226
PRV54878,No,1.0,5000.0,5000.0,0.0,1068.0,15.0,4240.0,282.6666666666667,687.9624851344591,16.0,9240.0,543.5294117647059,0.058823529411764705,0.0,2.425249653823005
PRV54879,Yes,60.0,590300.0,9838.333333333334,11062.474233108616,61944.0,185.0,53420.0,288.7567567567568,629.9258671620486,245.0,643720.0,2616.7479674796746,0.24390243902439024,1.1243113591478369,2.173981632776401
PRV54881,No,33.0,290700.0,8809.09090909091,7305.150735797809,35244.0,6.0,3810.0,635.0,795.0786124654593,39.0,294510.0,7362.75,0.825,0.8291799495802942,1.2501236045054391
PRV54882,Yes,32.0,309000.0,9656.25,7982.276233692227,34176.0,221.0,60680.0,274.57013574660635,502.0108843572649,253.0,369680.0,1455.4330708661416,0.12598425196850394,0.8265578952281681,1.8217173025558782
PRV54883,No,1.0,13000.0,13000.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,13000.0,6500.0,0.5,0.0,0.0
PRV54885,No,36.0,350000.0,9722.222222222223,8660.62060168607,38448.0,280.0,61400.0,219.28571428571428,457.9604823338104,316.0,411400.0,1297.7917981072555,0.11356466876971609,0.890715074051522,2.078938635756597
PRV54886,No,0.0,0.0,0.0,0.0,0.0,9.0,7940.0,882.2222222222222,1710.3857589574477,9.0,7940.0,794.0,0.0,0.0,1.936529353455407
PRV54887,No,0.0,0.0,0.0,0.0,0.0,143.0,48780.0,341.1188811188811,663.271984335516,143.0,48780.0,338.75,0.0,0.0,1.9387178578578335
PRV54888,No,0.0,0.0,0.0,0.0,0.0,413.0,120880.0,292.6876513317191,540.9455868473875,413.0,120880.0,291.9806763285024,0.0,0.0,1.8419078377810019
PRV54889,No,7.0,88000.0,12571.42857142857,10438.02572100591,7476.0,49.0,12580.0,256.734693877551,550.0961573333567,56.0,100580.0,1764.561403508772,0.12280701754385964,0.8302314593957455,2.1343504402038547
PRV54890,No,4.0,58000.0,14500.0,19739.976359323908,4272.0,73.0,16320.0,223.56164383561645,505.30895352088453,77.0,74320.0,952.8205128205128,0.05128205128205128,1.36128379831211,2.2502015254696865
PRV54891,No,6.0,72000.0,12000.0,11541.230437002807,5340.0,44.0,11380.0,258.6363636363636,575.9384289972077,50.0,83380.0,1634.9019607843138,0.11764705882352941,0.9616890623283733,2.2182502517399456
PRV54892,No,0.0,0.0,0.0,0.0,0.0,49.0,10670.0,217.75510204081633,526.1228678824401,49.0,10670.0,213.4,0.0,0.0,2.405077015228992
PRV54893,No,0.0,0.0,0.0,0.0,0.0,8.0,1830.0,228.75,324.36476380766146,8.0,1830.0,203.33333333333334,0.0,0.0,1.4118161645600065
PRV54894,Yes,138.0,1731700.0,12548.550724637682,14466.463787899425,142044.0,91.0,25360.0,278.68131868131866,690.190326071502,229.0,1757060.0,7639.391304347826,0.6,1.1527475449378757,2.467774141389599
PRV54895,Yes,3.0,53000.0,17666.666666666668,16502.525059315416,3204.0,3433.0,1004610.0,292.63326536556946,625.555230131101,3436.0,1057610.0,307.71312190864126,0.0008728542333430317,0.9340523211506188,2.130396327378961
PRV54896,Yes,56.0,591000.0,10553.57142857143,9528.750071340834,59808.0,103.0,25860.0,251.06796116504853,428.5358397196597,159.0,616860.0,3855.375,0.35,0.902807862529247,1.7000805566045893
PRV54898,No,9.0,72000.0,8000.0,4301.162633521313,9612.0,0.0,0.0,0.0,0.0,9.0,72000.0,7200.0,0.9,0.5375781319236737,0.0
PRV54900,No,0.0,0.0,0.0,0.0,0.0,14.0,3490.0,249.28571428571428,291.5070730297528,14.0,3490.0,232.66666666666666,0.0,0.0,1.1646972095937613
PRV54901,No,8.0,96000.0,12000.0,14648.2568441241,7476.0,17.0,7960.0,468.2352941176471,806.7003416241191,25.0,103960.0,3998.4615384615386,0.3076923076923077,1.2205863548141072,1.7191808709552494
PRV54902,No,1.0,5000.0,5000.0,0.0,1068.0,15.0,4840.0,322.6666666666667,577.5003607502481,16.0,9840.0,578.8235294117648,0.058823529411764705,0.0,1.7842441629770796
PRV54903,No,7.0,57000.0,8142.857142857143,5145.5019654248,7476.0,0.0,0.0,0.0,0.0,7.0,57000.0,7125.0,0.875,0.6318261574538846,0.0
PRV54904,No,0.0,0.0,0.0,0.0,0.0,19.0,7970.0,419.4736842105263,778.741675070256,19.0,7970.0,398.5,0.0,0.0,1.8520580581217754
PRV54905,No,4.0,40000.0,10000.0,4966.55480858378,4272.0,145.0,39620.0,273.2413793103448,495.27753549373807,149.0,79620.0,530.8,0.02666666666666667,0.49660582027635036,1.8059912648457694
PRV54906,No,8.0,120000.0,15000.0,17295.74679344194,8544.0,14.0,7150.0,510.7142857142857,898.1644896952064,22.0,127150.0,5528.260869565217,0.34782608695652173,1.1529729213680382,1.7552069871207272
PRV54907,No,0.0,0.0,0.0,0.0,0.0,170.0,59920.0,352.47058823529414,727.3090646081556,170.0,59920.0,350.4093567251462,0.0,0.0,2.057622582516
PRV54908,No,0.0,0.0,0.0,0.0,0.0,115.0,34230.0,297.6521739130435,631.8301604386811,115.0,34230.0,295.08620689655174,0.0,0.0,2.115605428750861
PRV54909,No,8.0,85000.0,10625.0,3700.8686239082535,7476.0,19.0,4860.0,255.78947368421052,350.512573708113,27.0,89860.0,3209.285714285714,0.2857142857142857,0.3482842672603288,1.3649803034339305
PRV54910,No,3.0,20000.0,6666.666666666667,4725.815626252609,3204.0,212.0,60880.0,287.1698113207547,613.3495245566739,215.0,80880.0,374.44444444444446,0.013888888888888888,0.7087660290335362,2.1284308781184915
PRV54911,No,0.0,0.0,0.0,0.0,0.0,85.0,25520.0,300.2352941176471,572.2948300911162,85.0,25520.0,296.74418604651163,0.0,0.0,1.8998266181505516
PRV54914,No,14.0,109000.0,7785.714285714285,6541.918930765139,14952.0,388.0,103930.0,267.86082474226805,534.2630570907254,402.0,212930.0,528.3622828784119,0.034739454094292806,0.8401385604666551,1.9871361236910356
PRV54916,No,16.0,165000.0,10312.5,12311.07225224513,17088.0,91.0,18750.0,206.04395604395606,427.9768402894902,107.0,183750.0,1701.388888888889,0.14814814814814814,1.1936851943806788,2.06708202676841
PRV54917,No,15.0,109000.0,7266.666666666667,3881.580434135903,16020.0,22.0,3450.0,156.8181818181818,290.91622691464136,37.0,112450.0,2959.2105263157896,0.39473684210526316,0.5340889465856858,1.8433631889752622
PRV54918,Yes,71.0,833000.0,11732.394366197183,14116.816462724642,75828.0,95.0,41860.0,440.63157894736844,1580.6057353057795,166.0,874860.0,5238.682634730539,0.4251497005988024,1.2031315084229912,3.5790142975580754
PRV54919,No,4.0,28000.0,7000.0,2449.489742783178,4272.0,174.0,38770.0,222.816091954023,558.9323023260358,178.0,66770.0,373.01675977653633,0.0223463687150838,0.3498771236656446,2.4972838076399504
PRV54923,No,0.0,0.0,0.0,0.0,0.0,79.0,30400.0,384.8101265822785,654.9414942739378,79.0,30400.0,380.0,0.0,0.0,1.6975746595242982
PRV54924,No,21.0,235000.0,11190.47619047619,9872.279613235474,22428.0,152.0,44220.0,290.92105263157896,658.2148799314119,173.0,279220.0,1604.712643678161,0.1206896551724138,0.8821248819379756,2.254770164733945
PRV54925,Yes,39.0,456000.0,11692.307692307691,12794.229468487256,40584.0,83.0,22870.0,275.5421686746988,472.10543730381335,122.0,478870.0,3893.2520325203254,0.3170731707317073,1.0941497312093988,1.7071734107182723
PRV54926,No,8.0,76000.0,9500.0,9899.494936611665,8544.0,39.0,9620.0,246.66666666666666,570.0754028304333,47.0,85620.0,1783.75,0.16666666666666666,1.0419424204411816,2.301784937404172
PRV54927,No,0.0,0.0,0.0,0.0,0.0,102.0,22600.0,221.5686274509804,447.3037931456135,102.0,22600.0,219.41747572815535,0.0,0.0,2.0097342481214246
PRV54929,Yes,15.0,192000.0,12800.0,11558.546621439911,16020.0,11.0,5630.0,511.8181818181818,890.4472829069465,26.0,197630.0,7319.62962962963,0.5555555555555556,0.9029409125412008,1.7363800943053382
PRV54930,No,5.0,26000.0,5200.0,3633.18042491699,5340.0,206.0,67570.0,328.00970873786406,718.3860093583853,211.0,93570.0,441.3679245283019,0.02358490566037736,0.6985542059059777,2.183479667254299
PRV54931,Yes,24.0,242000.0,10083.333333333334,9136.247287193666,25632.0,28.0,6540.0,233.57142857142858,571.3675231940003,52.0,248540.0,4689.433962264151,0.4528301886792453,0.9059842614478233,2.4357933388294777
PRV54932,No,1.0,2000.0,2000.0,0.0,0.0,58.0,19160.0,330.3448275862069,659.8749629491656,59.0,21160.0,352.6666666666667,0.016666666666666666,0.0,1.9915052477391821
PRV54933,Yes,29.0,267000.0,9206.896551724138,9853.858237639086,28836.0,35.0,6200.0,177.14285714285714,308.9029109661502,64.0,273200.0,4203.076923076923,0.4461538461538462,1.0701530129369226,1.7340179444771866
PRV54934,No,18.0,170000.0,9444.444444444445,5863.3680566139,18156.0,53.0,8930.0,168.49056603773585,253.5167740347394,71.0,178930.0,2485.1388888888887,0.25,0.6207614783084744,1.495757433356472
PRV54935,No,3.0,3000.0,1000.0,1732.0508075688772,3204.0,86.0,20250.0,235.46511627906978,559.1477905795447,89.0,23250.0,258.3333333333333,0.03333333333333333,1.7303204870817954,2.364610050641269
PRV54936,Yes,131.0,1116400.0,8522.137404580153,9673.049714592331,130296.0,90.0,23330.0,259.22222222222223,574.3765115572834,221.0,1139730.0,5133.918918918919,0.5900900900900901,1.1349165519019133,2.2072538872824725
PRV54937,No,3.0,25000.0,8333.333333333334,3055.0504633038936,3204.0,33.0,11260.0,341.2121212121212,608.8911929470527,36.0,36260.0,980.0,0.08108108108108109,0.3665620681482894,1.7792800289783706
PRV54938,No,0.0,0.0,0.0,0.0,0.0,86.0,25530.0,296.86046511627904,580.2236113124723,86.0,25530.0,293.44827586206895,0.0,0.0,1.9479712122451833
PRV54939,Yes,0.0,0.0,0.0,0.0,0.0,1380.0,407800.0,295.5072463768116,600.8983756139401,1380.0,407800.0,295.2932657494569,0.0,0.0,2.026589174317506
PRV54941,No,0.0,0.0,0.0,0.0,0.0,18.0,4990.0,277.22222222222223,481.4048749179543,18.0,4990.0,262.63157894736844,0.0,0.0,1.7302890871651713
PRV54942,Yes,20.0,338000.0,16900.0,27796.061818746533,20292.0,110.0,27970.0,254.27272727272728,522.7493638585437,130.0,365970.0,2793.664122137405,0.15267175572519084,1.6446400697441887,2.0478073370526997
PRV54943,No,2.0,18000.0,9000.0,9899.494936611665,2136.0,21.0,5450.0,259.5238095238095,471.4072145234541,23.0,23450.0,977.0833333333334,0.08333333333333333,1.0998216794369142,1.8094592405396703
